标题,项目,用户,状态,截止,完成时间,URL
Task 1233 JsJdgsww,Project PRJ_123_IEH,user_610_dUMYc,待处理 / To Do,2025-12-31T09:23:47.751028+00:00,,
Task 1234 9aHT6PNj,Project PRJ_97_BEA,user_363_yPdNQ,阻塞中 / Blocked,2026-01-24T09:23:47.751038+00:00,,
Task 1235 Zx0z8sd0,Project PRJ_90_I9M,user_808_H55rG,待处理 / To Do,2026-01-12T09:23:47.751052+00:00,,
Task 1236 R9c2VHKF,Project PRJ_44_VWS,user_7_obvAl,待处理 / To Do,2026-01-23T09:23:47.751060+00:00,,
Task 1237 ijuV43UC,Project PRJ_101_U2O,user_459_vvUkC,待处理 / To Do,2026-01-20T09:23:47.751067+00:00,,
Task 1238 KuGWBef7,项目三(3)55555,user_322_huLGG,待处理 / To Do,2026-01-17T09:23:47.751074+00:00,,
Task 1239 uCcHCJGg,Project PRJ_152_N4S,user_494_UeaQz,已完成 / Done,2026-01-23T09:23:47.751081+00:00,,
Task 1240 z6MzqUOI,Project PRJ_115_8NB,user_654_Q1HXF,已完成 / Done,2026-01-10T09:23:47.751089+00:00,,
Task 1241 dpcW2mTn,Project PRJ_51_QL6,user_738_OAs66,待处理 / To Do,2026-01-10T09:23:47.751096+00:00,,
Task 1242 O8okfea3,Project PRJ_61_PKV,user_757_2cm4w,待处理 / To Do,2026-01-20T09:23:47.751103+00:00,,
Task 1243 vYiDmviI,Project PRJ_186_QFT,user_683_oTCvs,已完成 / Done,2026-01-12T09:23:47.751110+00:00,,
Task 1244 CSmdxQak,Project PRJ_11_CAD,user_903_HZR6F,待处理 / To Do,2026-01-18T09:23:47.751117+00:00,,
Task 1245 8OqL6Teu,Project PRJ_33_SR0,user_790_lTWzT,待处理 / To Do,2026-01-20T09:23:47.751127+00:00,,
Task 1247 x9VWZpdY,Project PRJ_29_W9W,user_171_0Ppcq,待处理 / To Do,2026-01-22T09:23:47.751142+00:00,,
Task 1248 PgsC8FTV,Project PRJ_3_YJD,user_318_F8ZbU,已完成 / Done,2026-01-17T09:23:47.751149+00:00,,
Task 1249 3RxiWhvw,Project PRJ_128_05J,user_340_P6Bux,待处理 / To Do,2026-01-02T09:23:47.751156+00:00,,
Task 1250 TPtiDPCb,Project PRJ_73_IBI,user_867_k0Qx1,进行中 / In Progress,2026-01-25T09:23:47.751164+00:00,,
Task 1251 GM2WgTob,Project PRJ_100_ECJ,user_299_7NaAp,待处理 / To Do,2026-01-08T09:23:47.751171+00:00,,
Task 1252 r8bZyTKD,Project PRJ_182_MGE,user_293_8fIbA,待处理 / To Do,2026-01-05T09:23:47.751178+00:00,,
Task 1253 ElWFX0IZ,Project PRJ_184_TI9,user_284_bCLAp,阻塞中 / Blocked,2026-01-26T09:23:47.751185+00:00,,
Task 1254 zFEmDuGb,Project PRJ_174_VYL,user_497_8kSbe,待处理 / To Do,2026-01-23T09:23:47.751193+00:00,,
Task 1255 CVgVo6Wv,Project PRJ_96_W0M,user_802_ZT8cl,已完成 / Done,2026-01-01T09:23:47.751201+00:00,,
Task 1256 KjM5LB4z,Project PRJ_105_T2I,user_191_M6cEU,待处理 / To Do,2026-01-09T09:23:47.751208+00:00,,
Task 1257 N3QxBVWl,Project PRJ_25_XDR,user_666_YS4x5,待处理 / To Do,2026-01-21T09:23:47.751215+00:00,,
Task 1259 cqlgFfLw,Project PRJ_174_VYL,user_801_45xE6,已完成 / Done,2026-01-16T09:23:47.751231+00:00,,
Task 1260 eETB9Mpk,Project PRJ_165_6KQ,user_898_pxRwk,已完成 / Done,2026-01-17T09:23:47.751239+00:00,,
Task 1261 91dOUHB5,Project PRJ_80_XZR,user_675_QDvMM,待处理 / To Do,2026-01-05T09:23:47.751247+00:00,,
Task 1262 dEwHFQAY,Project PRJ_94_AS8,user_811_GyDFl,待处理 / To Do,2026-01-07T09:23:47.751255+00:00,,
Task 1264 5qsAVlJ9,Project PRJ_130_4CW,user_661_xBcBE,已完成 / Done,2026-01-14T09:23:47.751271+00:00,,
Task 1265 jyq16JBV,Project PRJ_97_BEA,user_172_sRztM,待处理 / To Do,2026-01-06T09:23:47.751279+00:00,,
Task 1266 j7jt8obT,Project PRJ_135_CGN,user_235_Hv15v,待处理 / To Do,2026-01-04T09:23:47.751287+00:00,,
Task 1267 RFyNi8wW,Project PRJ_164_Z2W,user_113_cfysW,已完成 / Done,2026-01-10T09:23:47.751295+00:00,,
Task 1268 gtkqf1oI,Project PRJ_164_Z2W,user_533_kzyWO,待处理 / To Do,2026-01-12T09:23:47.751303+00:00,,
Task 1270 tWdSDVJL,Project PRJ_99_FZP,user_109_340bL,已完成 / Done,2026-01-08T09:23:47.751319+00:00,,
Task 1271 98fRWodp,Project PRJ_102_7TL,user_659_UaVNK,待处理 / To Do,2026-01-23T09:23:47.751327+00:00,,
Task 1272 YUZ5UCMX,Project PRJ_100_ECJ,user_275_Y7LL0,已完成 / Done,2026-01-07T09:23:47.751334+00:00,,
Task 1273 FTiawLKX,Project PRJ_92_KYR,user_979_yOCwj,待处理 / To Do,2026-01-08T09:23:47.751342+00:00,,
Task 1274 l2JGBs9t,Project PRJ_7_ZL8,user_406_ZW4Lc,待处理 / To Do,2026-01-07T09:23:47.751350+00:00,,
Task 1275 gz7B6xBm,Project PRJ_114_FI0,user_34_n7nCe,待处理 / To Do,2026-01-15T09:23:47.751358+00:00,,
Task 1276 SP7Bs94G,Project PRJ_108_OQE,user_654_Q1HXF,阻塞中 / Blocked,2026-01-25T09:23:47.751365+00:00,,
Task 1277 JliuWnZk,Project PRJ_77_HNQ,user_101_o33bW,待处理 / To Do,2026-01-11T09:23:47.751373+00:00,,
Task 1278 uSx2CKIO,Project PRJ_0_9CW,user_271_R14sz,待处理 / To Do,2026-01-10T09:23:47.751381+00:00,,
Task 1280 XPoN4R3u,Project PRJ_47_JW4,user_800_vmtsL,待处理 / To Do,2025-12-26T09:23:47.751397+00:00,,
Task 1281 G87FDpjH,Project PRJ_122_FJH,user_196_m3pgm,待处理 / To Do,2025-12-29T09:23:47.751405+00:00,,
Task 1282 jWnljKsi,Project PRJ_50_8I2,user_105_b53Wa,待处理 / To Do,2026-01-18T09:23:47.751413+00:00,,
Task 1283 0VVFy53n,Project PRJ_69_MXR,user_9_hkzPp,已完成 / Done,2026-01-17T09:23:47.751421+00:00,,
Task 1284 9ksJChyH,Project PRJ_183_OGB,user_670_NqdWA,阻塞中 / Blocked,2026-01-28T09:23:47.751427+00:00,,
Task 1285 vPwhjTte,Project PRJ_21_SIH,user_423_lvopY,已完成 / Done,2026-01-26T09:23:47.751434+00:00,,
Task 1286 wmRmx8az,Project PRJ_151_JNR,user_267_GLQhy,待处理 / To Do,2025-12-31T09:23:47.751441+00:00,,
Task 1287 WoA4qWQA,Project PRJ_25_XDR,user_760_yjkmG,待处理 / To Do,2026-01-06T09:23:47.751449+00:00,,
Task 1288 92hKWe0z,Project PRJ_23_TZY,user_645_h8v9G,待处理 / To Do,2026-01-08T09:23:47.751456+00:00,,
Task 1289 2sK7Nwtd,Project PRJ_114_FI0,user_242_vAbLy,已完成 / Done,2026-01-03T09:23:47.751463+00:00,,
Task 1290 DarnvkRb,Project PRJ_9_EIY,user_843_FGYl8,待处理 / To Do,2026-01-13T09:23:47.751470+00:00,,
Task 1291 P5gV3T7e,Project PRJ_98_RQM,user_409_Zkjp9,待处理 / To Do,2026-01-06T09:23:47.751477+00:00,,
Task 1292 AHybDsFT,Project PRJ_102_7TL,user_350_iPnoF,待处理 / To Do,2026-01-10T09:23:47.751484+00:00,,
Task 1293 g6U5d9bX,Project PRJ_149_R4D,user_121_vIR1f,待处理 / To Do,2026-01-27T09:23:47.751493+00:00,,
Task 1294 TDDDtfST,Project PRJ_41_BSG,user_14_iMSjX,待处理 / To Do,2026-01-28T09:23:47.751501+00:00,,
Task 1296 taybAsQk,Project PRJ_188_94L,user_978_76LSk,待处理 / To Do,2026-01-16T09:23:47.751515+00:00,,
Task 1297 0tVb20zj,Project PRJ_44_VWS,user_754_fc4QD,待处理 / To Do,2026-01-01T09:23:47.751522+00:00,,
Task 1298 FrkRCXSq,Project PRJ_122_FJH,user_365_H4H3I,待处理 / To Do,2026-01-19T09:23:47.751529+00:00,,
Task 1299 moh966xI,Project PRJ_82_YNP,user_380_NrWa4,已完成 / Done,2026-01-16T09:23:47.751536+00:00,,
Task 1300 dmM4IaKL,Project PRJ_186_QFT,user_322_huLGG,待处理 / To Do,2026-01-26T09:23:47.751543+00:00,,
Task 1301 AYBBzV8L,Project PRJ_18_NEE,user_985_t2G07,待处理 / To Do,2025-12-30T09:23:47.751550+00:00,,
Task 1302 aH6Uh16e,Project PRJ_120_Q7K,user_44_7UWxH,待处理 / To Do,2026-01-14T09:23:47.751558+00:00,,
Task 1303 dfHAJwZ1,Project PRJ_189_HPD,user_571_jHKrq,待处理 / To Do,2026-01-17T09:23:47.751565+00:00,,
Task 1304 St7YZJUD,Project PRJ_150_MCO,user_99_oZ3Ta,已完成 / Done,2025-12-30T09:23:47.751572+00:00,,
Task 1305 jwQvX8x6,Project PRJ_99_FZP,user_432_fClRm,待处理 / To Do,2025-12-28T09:23:47.751579+00:00,,
Task 1306 ajjzwcrJ,Project PRJ_100_ECJ,user_380_NrWa4,待处理 / To Do,2026-01-05T09:23:47.751586+00:00,,
Task 1307 MilYs6iT,Project PRJ_4_NHA,user_827_OBELd,待处理 / To Do,2026-01-02T09:23:47.751593+00:00,,
Task 1308 sO0hPIYX,Project PRJ_112_EF0,user_480_Y2qdF,待处理 / To Do,2026-01-18T09:23:47.751600+00:00,,
Task 1310 eoMgCmvv,Project PRJ_188_94L,user_84_kELm0,已完成 / Done,2026-01-01T09:23:47.751613+00:00,,
Task 1311 Hzq6xTHJ,Project PRJ_22_31K,user_585_6xfmf,待处理 / To Do,2026-01-05T09:23:47.751620+00:00,,
Task 1312 0v9sL9Wv,Project PRJ_128_05J,user_571_jHKrq,待处理 / To Do,2026-01-11T09:23:47.751628+00:00,,
Task 1313 OzjlcbXh,Project PRJ_73_IBI,user_573_2g39X,已完成 / Done,2026-01-18T09:23:47.751635+00:00,,
Task 1314 w2oYjlie,Project PRJ_50_8I2,user_707_EJfMQ,待处理 / To Do,2026-01-27T09:23:47.751642+00:00,,
Task 1315 UnIjUBhc,Project PRJ_154_E4E,user_144_DeFLU,待处理 / To Do,2026-01-19T09:23:47.751649+00:00,,
Task 1316 nLkaFOBD,Project PRJ_87_XV3,user_682_RbfIz,待处理 / To Do,2026-01-12T09:23:47.751657+00:00,,
Task 1317 XFORCauN,Project PRJ_153_ZIU,user_986_BjNhX,待处理 / To Do,2026-01-23T09:23:47.751665+00:00,,
Task 1319 7RTT3Eym,Project PRJ_125_YRS,user_645_h8v9G,已完成 / Done,2026-01-04T09:23:47.751679+00:00,,
Task 1321 pUCaS31x,Project PRJ_81_HGJ,user_22_DlKSz,待处理 / To Do,2026-01-07T09:23:47.751693+00:00,,
Task 1322 KHTni16n,Project PRJ_29_W9W,user_786_OZuhE,待处理 / To Do,2026-01-19T09:23:47.751701+00:00,,
Task 1323 BBPO0ejp,Project PRJ_70_USE,user_17_CiLyR,待处理 / To Do,2026-01-23T09:23:47.751708+00:00,,
Task 1324 CLZWlDyB,Project PRJ_6_NXT,user_598_RvLQn,已完成 / Done,2026-01-08T09:23:47.751716+00:00,,
Task 1325 b1VFR3rE,Project PRJ_64_VKR,user_59_HZL1o,待处理 / To Do,2026-01-17T09:23:47.751723+00:00,,
Task 1326 nAJY5yXg,Project PRJ_143_QL6,user_158_moEmj,待处理 / To Do,2026-01-10T09:23:47.751730+00:00,,
Task 1327 WMDys4aJ,Project PRJ_151_JNR,user_487_72CXu,已完成 / Done,2026-01-12T09:23:47.751737+00:00,,
Task 1328 z6gdoE4F,Project PRJ_91_NKO,user_928_XTCV3,待处理 / To Do,2026-01-18T09:23:47.751745+00:00,,
Task 1329 mjmqbl5B,Project PRJ_184_TI9,user_263_1MOjt,已完成 / Done,2026-01-13T09:23:47.751752+00:00,,
Task 1330 a0jaUlgw,Project PRJ_23_TZY,user_958_rryAG,待处理 / To Do,2026-01-15T09:23:47.751760+00:00,,
Task 1331 x9frGe5Z,Project PRJ_158_NKV,user_940_MCeT0,待处理 / To Do,2026-01-23T09:23:47.751768+00:00,,
Task 1332 kRMJ6vY6,Project PRJ_162_IMC,user_338_EoILa,待处理 / To Do,2026-01-19T09:23:47.751776+00:00,,
Task 1334 C1rW5GwL,Project PRJ_30_MSQ,user_88_6CVbi,待处理 / To Do,2026-01-26T09:23:47.751791+00:00,,
Task 1335 4JrGYuq0,Project PRJ_99_FZP,user_460_tHsf9,待处理 / To Do,2026-01-02T09:23:47.751799+00:00,,
Task 1336 hpJHBGWp,Project PRJ_190_EII,user_828_ZUS5G,待处理 / To Do,2026-01-21T09:23:47.751808+00:00,,
Task 1337 QqtW9qNq,Project PRJ_41_BSG,user_183_zY0rG,待处理 / To Do,2026-01-11T09:23:47.751816+00:00,,
Task 1338 5AUNzx5u,Project PRJ_186_QFT,user_414_HZuZ4,已完成 / Done,2026-01-12T09:23:47.751823+00:00,,
Task 1339 FhEfdzDT,Project PRJ_12_HFK,user_728_hYA5b,待处理 / To Do,2026-01-12T09:23:47.751831+00:00,,
Task 1340 J6twdD0i,Project PRJ_50_8I2,user_221_0BPrH,待处理 / To Do,2026-01-25T09:23:47.751839+00:00,,
Task 1341 TciIpE1P,Project PRJ_36_NCR,user_472_7GuBz,待处理 / To Do,2026-01-06T09:23:47.751847+00:00,,
Task 1345 m4CfKuTX,Project PRJ_23_TZY,user_183_zY0rG,已完成 / Done,2026-01-14T09:23:47.751879+00:00,,
Task 1346 hTHYIWuA,Project PRJ_39_6GG,user_460_tHsf9,待处理 / To Do,2026-01-18T09:23:47.751893+00:00,,
Task 1347 s5Z8k6as,Project PRJ_78_14V,user_179_wgwSM,待处理 / To Do,2026-01-09T09:23:47.751901+00:00,,
Task 1348 uYsyU1fh,Project PRJ_183_OGB,user_397_Qq85A,待处理 / To Do,2026-01-07T09:23:47.751909+00:00,,
Task 1349 mKmYlMuY,Project PRJ_38_W0C,user_332_tLUbF,待处理 / To Do,2026-01-04T09:23:47.751917+00:00,,
Task 1351 W9ZmYtZ0,Project PRJ_146_EJS,user_415_wESA3,待处理 / To Do,2025-12-28T09:23:47.751936+00:00,,
Task 1352 bwu7DXZ3,Project PRJ_160_HGY,user_203_76dR9,待处理 / To Do,2025-12-27T09:23:47.751946+00:00,,
Task 1353 EFPs7zj9,Project PRJ_70_USE,user_739_V5cRI,已完成 / Done,2026-01-01T09:23:47.751956+00:00,,
Task 1354 ZFY1pdcT,Project PRJ_53_OPN,user_759_1WKxz,待处理 / To Do,2026-01-26T09:23:47.751966+00:00,,
Task 1355 zCPcRvhm,Project PRJ_38_W0C,user_687_aDxzp,已完成 / Done,2026-01-28T09:23:47.751977+00:00,,
Task 1356 40D8v0eM,Project PRJ_110_J8D,user_235_Hv15v,待处理 / To Do,2026-01-01T09:23:47.751987+00:00,,
Task 1357 pjNbeJiC,Project PRJ_78_14V,user_640_ZXnkB,已完成 / Done,2026-01-04T09:23:47.751997+00:00,,
Task 1358 VXweHWu4,Project PRJ_25_XDR,user_947_VlrZZ,待处理 / To Do,2026-01-26T09:23:47.752007+00:00,,
Task 1359 VVOHQcoS,Project PRJ_117_FBU,user_183_zY0rG,待处理 / To Do,2026-01-13T09:23:47.752017+00:00,,
Task 1360 zNGg2gVm,Project PRJ_43_7V9,user_940_MCeT0,待处理 / To Do,2026-01-08T09:23:47.752027+00:00,,
Task 1361 GxTVHVZA,Project PRJ_164_Z2W,user_938_NsqHQ,待处理 / To Do,2026-01-02T09:23:47.752037+00:00,,
Task 1362 AwVm2BVn,Project PRJ_52_NLX,user_746_OD7Gi,待处理 / To Do,2025-12-31T09:23:47.752047+00:00,,
Task 1363 fhNY211l,Project PRJ_68_20A,user_300_Kak6l,已完成 / Done,2026-01-04T09:23:47.752058+00:00,,
Task 1364 rwijqvyJ,Project PRJ_145_2EL,user_84_kELm0,待处理 / To Do,2025-12-30T09:23:47.752068+00:00,,
Task 1366 zUTgUZvi,Project PRJ_137_P7V,user_447_YqmN8,已完成 / Done,2026-01-08T09:23:47.752084+00:00,,
Task 1367 xtrjg6CC,Project PRJ_4_NHA,user_936_yKvZJ,已完成 / Done,2026-01-22T09:23:47.752094+00:00,,
Task 1368 DZ5DYNlI,Project PRJ_165_6KQ,user_977_b4TAk,已完成 / Done,2026-01-17T09:23:47.752104+00:00,,
Task 1369 wE2QhE8t,Project PRJ_26_PTN,user_54_GBwxb,待处理 / To Do,2025-12-28T09:23:47.752114+00:00,,
Task 1370 TbkZHhi6,Project PRJ_193_NPX,user_549_iVWQy,待处理 / To Do,2025-12-26T09:23:47.752122+00:00,,
Task 1371 p6y83lDw,Project PRJ_64_VKR,user_988_deuBd,已完成 / Done,2026-01-22T09:23:47.752132+00:00,,
Task 1372 xHlmK4kp,Project PRJ_65_ARP,user_699_au4FC,待处理 / To Do,2026-01-04T09:23:47.752154+00:00,,
Task 1373 YDqkUMai,Project PRJ_137_P7V,user_520_RikRW,待处理 / To Do,2026-01-18T09:23:47.752179+00:00,,
Task 1374 aHeXweWe,Project PRJ_39_6GG,user_526_blqwm,待处理 / To Do,2026-01-10T09:23:47.752191+00:00,,
Task 1375 xRLvPVIX,Project PRJ_22_31K,user_986_BjNhX,待处理 / To Do,2026-01-22T09:23:47.752287+00:00,,
Task 1376 EfF3K6Ua,Project PRJ_101_U2O,user_252_PtBL6,待处理 / To Do,2026-01-02T09:23:47.752335+00:00,,
Task 1377 L5H6c28S,Project PRJ_33_SR0,user_479_JHJ2o,待处理 / To Do,2026-01-19T09:23:47.752346+00:00,,
Task 1378 tKEeZ1Pk,Project PRJ_17_WC7,user_920_bB4Q9,待处理 / To Do,2026-01-02T09:23:47.752366+00:00,,
Task 1379 E1BMRfVU,Project PRJ_56_GF4,user_305_VnlBa,待处理 / To Do,2026-01-13T09:23:47.752374+00:00,,
Task 1381 854rMlVc,Project PRJ_60_YMQ,user_666_YS4x5,待处理 / To Do,2026-01-23T09:23:47.752393+00:00,,
Task 1383 PgYAPd9l,Project PRJ_35_8OV,user_778_0r78c,已完成 / Done,2026-01-07T09:23:47.752409+00:00,,
Task 1384 6qXzQd5T,Project PRJ_60_YMQ,user_321_AW7Gr,待处理 / To Do,2026-01-20T09:23:47.752417+00:00,,
Task 1385 0WKKY16d,Project PRJ_8_QQD,user_29_yIfwc,待处理 / To Do,2026-01-14T09:23:47.752424+00:00,,
Task 1386 NUNB6elQ,Project PRJ_164_Z2W,user_955_Nn1vn,待处理 / To Do,2026-01-05T09:23:47.752434+00:00,,
Task 1387 c95GF3So,Project PRJ_34_K3O,user_271_R14sz,待处理 / To Do,2026-01-07T09:23:47.752442+00:00,,
Task 1389 ICKcy7nA,Project PRJ_169_MJY,user_830_IpvTQ,阻塞中 / Blocked,2026-01-27T09:23:47.752457+00:00,,
Task 1390 q5tEXuvB,Project PRJ_87_XV3,user_502_RYZ2o,待处理 / To Do,2025-12-27T09:23:47.752465+00:00,,
Task 1391 0baGvwyH,Project PRJ_17_WC7,user_340_P6Bux,已完成 / Done,2026-01-25T09:23:47.752472+00:00,,
Task 1392 31yz84r5,Project PRJ_118_UFN,user_214_1tIfW,待处理 / To Do,2026-01-22T09:23:47.752480+00:00,,
Task 1393 KNOGr7Sj,Project PRJ_178_KUH,user_31_gAnqd,待处理 / To Do,2026-01-14T09:23:47.752488+00:00,,
Task 1394 MODWPtLk,Project PRJ_72_B2E,user_606_Bshx4,已完成 / Done,2026-01-28T09:23:47.752495+00:00,,
Task 1395 8VwKshjT,Project PRJ_58_DVX,user_190_OuWep,阻塞中 / Blocked,2026-01-26T09:23:47.752503+00:00,,
Task 1396 glqD0DkE,Project PRJ_107_RYE,user_868_8Y9Vn,待处理 / To Do,2026-01-27T09:23:47.752510+00:00,,
Task 1398 uJUQGKnV,Project PRJ_84_8IE,user_141_Wt1qN,已完成 / Done,2026-01-24T09:23:47.752526+00:00,,
Task 1400 QON7Nt2n,Project PRJ_69_MXR,user_556_prgKV,待处理 / To Do,2026-01-23T09:23:47.752541+00:00,,
Task 1401 yjmwsit7,Project PRJ_8_QQD,user_623_PtZZy,已完成 / Done,2026-01-25T09:23:47.752548+00:00,,
Task 1402 eFo4SzwJ,Project PRJ_74_QNH,user_12_gdZ4V,已完成 / Done,2026-01-13T09:23:47.752555+00:00,,
Task 1403 yCizSCbC,Project PRJ_126_ROM,user_415_wESA3,待处理 / To Do,2026-01-21T09:23:47.752563+00:00,,
Task 1404 x53TSer6,Project PRJ_172_0Z8,user_646_noYaR,待处理 / To Do,2026-01-06T09:23:47.752570+00:00,,
Task 1405 3sEQ13kJ,Project PRJ_6_NXT,user_492_hXvWc,待处理 / To Do,2026-01-12T09:23:47.752582+00:00,,
Task 1406 x0LNTqEU,Project PRJ_178_KUH,user_654_Q1HXF,已完成 / Done,2026-01-28T09:23:47.752590+00:00,,
Task 1407 vUEtDa0h,Project PRJ_169_MJY,user_597_EKiNi,待处理 / To Do,2026-01-18T09:23:47.752598+00:00,,
Task 1408 gcolj5S3,Project PRJ_116_VVB,user_250_gJPiu,待处理 / To Do,2026-01-24T09:23:47.752606+00:00,,
Task 1409 91Z8AuRS,Project PRJ_145_2EL,user_32_Tf7RQ,已完成 / Done,2026-01-08T09:23:47.752614+00:00,,
Task 1410 eEDWtO1w,Project PRJ_147_DEZ,user_45_LZ5Pk,待处理 / To Do,2026-01-06T09:23:47.752621+00:00,,
Task 1412 9onLmZft,Project PRJ_168_TTH,user_113_cfysW,阻塞中 / Blocked,2026-01-25T09:23:47.752636+00:00,,
Task 1413 52zDCvub,Project PRJ_197_C7K,user_717_UowbN,待处理 / To Do,2026-01-01T09:23:47.752644+00:00,,
Task 1414 LmEIOT1r,Project PRJ_76_NK7,user_885_rjTJ0,进行中 / In Progress,2026-01-25T09:23:47.752651+00:00,,
Task 1415 ykPBcUj3,Project PRJ_41_BSG,user_671_hImfG,已完成 / Done,2025-12-30T09:23:47.752658+00:00,,
Task 1416 EiTBVzYq,Project PRJ_34_K3O,user_493_N5kLx,待处理 / To Do,2026-01-22T09:23:47.752666+00:00,,
Task 1417 u7FLsVUu,Project PRJ_87_XV3,user_52_IGVlZ,待处理 / To Do,2026-01-09T09:23:47.752673+00:00,,
Task 1418 QMeqJxth,Project PRJ_104_YJV,user_37_RR1iW,待处理 / To Do,2026-01-23T09:23:47.752680+00:00,,
Task 1419 kMDetrUK,Project PRJ_4_NHA,user_158_moEmj,已完成 / Done,2026-01-12T09:23:47.752687+00:00,,
Task 1420 Sr75DtgT,Project PRJ_112_EF0,user_794_GHWfc,待处理 / To Do,2026-01-06T09:23:47.752695+00:00,,
Task 1421 P6ujV9Wx,Project PRJ_135_CGN,user_944_5228s,待处理 / To Do,2026-01-23T09:23:47.752702+00:00,,
Task 1422 3IOof3yT,Project PRJ_83_JB5,user_65_QZA6d,待处理 / To Do,2026-01-15T09:23:47.752710+00:00,,
Task 1423 ANS2MHXL,Project PRJ_157_3W9,user_988_deuBd,待处理 / To Do,2026-01-06T09:23:47.752718+00:00,,
Task 1424 tEeDPWyN,Project PRJ_136_DBX,user_337_YLYUu,待处理 / To Do,2026-01-18T09:23:47.752725+00:00,,
Task 1425 LnhIj6dF,Project PRJ_135_CGN,user_988_deuBd,待处理 / To Do,2026-01-14T09:23:47.752733+00:00,,
Task 1426 pKiAYRUl,Project PRJ_179_NCO,user_495_AFGjV,待处理 / To Do,2025-12-26T09:23:47.752740+00:00,,
Task 1427 DvMcfCqL,Project PRJ_130_4CW,user_987_x1ifa,已完成 / Done,2026-01-05T09:23:47.752747+00:00,,
Task 1428 f1Eo7Yen,Project PRJ_190_EII,user_900_Tc9oh,待处理 / To Do,2026-01-05T09:23:47.752754+00:00,,
Task 1429 tUGFZNg1,Project PRJ_12_HFK,user_337_YLYUu,已完成 / Done,2026-01-24T09:23:47.752762+00:00,,
Task 1430 PyjXb2kB,Project PRJ_190_EII,user_365_H4H3I,待处理 / To Do,2026-01-20T09:23:47.752769+00:00,,
Task 1431 CjHBOnWr,Project PRJ_57_CU7,user_676_Q6WAJ,待处理 / To Do,2026-01-15T09:23:47.752776+00:00,,
Task 1432 lHRmZ79f,Project PRJ_48_OFT,user_184_FMIul,已完成 / Done,2026-01-05T09:23:47.752783+00:00,,
Task 1433 PDiHRmoH,Project PRJ_61_PKV,user_765_jRDZR,待处理 / To Do,2026-01-28T09:23:47.752791+00:00,,
Task 1434 iHR7fo6J,Project PRJ_164_Z2W,user_594_paH2w,待处理 / To Do,2026-01-25T09:23:47.752798+00:00,,
Task 1435 pjoFJCxk,Project PRJ_102_7TL,user_827_OBELd,待处理 / To Do,2026-01-02T09:23:47.752805+00:00,,
Task 1436 nXe92Lwy,Project PRJ_13_EPO,user_325_abbm0,待处理 / To Do,2026-01-20T09:23:47.752812+00:00,,
Task 1437 Wt0Ut9HE,Project PRJ_171_FV6,user_37_RR1iW,待处理 / To Do,2026-01-25T09:23:47.752819+00:00,,
Task 1438 VbXeGNWr,Project PRJ_90_I9M,user_945_8C7Lq,待处理 / To Do,2026-01-06T09:23:47.752826+00:00,,
Task 1439 bHm3ZoLM,Project PRJ_57_CU7,user_965_HVXLj,待处理 / To Do,2026-01-16T09:23:47.752833+00:00,,
Task 1441 Nd8Ew3dG,Project PRJ_97_BEA,user_372_Jt0uN,待处理 / To Do,2026-01-10T09:23:47.752847+00:00,,
Task 1442 HZ7LLfwi,Project PRJ_37_W9S,user_255_MNWS6,已完成 / Done,2026-01-26T09:23:47.752854+00:00,,
Task 1443 a1vgbhXy,Project PRJ_90_I9M,user_910_jNTPl,待处理 / To Do,2026-01-14T09:23:47.752862+00:00,,
Task 1444 WpfIyCYa,Project PRJ_31_OCV,user_488_ZRTiB,待处理 / To Do,2026-01-12T09:23:47.752869+00:00,,
Task 1445 SRKKBktK,Project PRJ_127_AFE,user_960_N6uox,待处理 / To Do,2026-01-07T09:23:47.752877+00:00,,
Task 1446 HMJxeyNK,Project PRJ_10_NWR,user_866_a6lHj,已完成 / Done,2026-01-08T09:23:47.752884+00:00,,
Task 1447 cUZovsHz,Project PRJ_83_JB5,user_452_0Guvg,进行中 / In Progress,2026-01-27T09:23:47.752891+00:00,,
Task 1448 VisfohYw,Project PRJ_29_W9W,user_220_P7dcW,待处理 / To Do,2026-01-03T09:23:47.752898+00:00,,
Task 1449 jWSwxgb0,Project PRJ_176_T4O,user_488_ZRTiB,待处理 / To Do,2026-01-25T09:23:47.752907+00:00,,
Task 1450 QNzkI432,Project PRJ_86_KVK,user_408_TgHkW,进行中 / In Progress,2026-01-26T09:23:47.752914+00:00,,
Task 1451 8e2exMQm,Project PRJ_49_T9L,user_256_6aF3Y,已完成 / Done,2025-12-26T09:23:47.752921+00:00,,
Task 1452 ZCC3ezeb,Project PRJ_179_NCO,user_46_IjTOs,待处理 / To Do,2026-01-10T09:23:47.752928+00:00,,
Task 1454 pkdzsgRD,Project PRJ_194_OSL,user_654_Q1HXF,待处理 / To Do,2026-01-04T09:23:47.752942+00:00,,
Task 1455 920qkIe5,Project PRJ_127_AFE,user_710_RMiFe,进行中 / In Progress,2026-01-26T09:23:47.752950+00:00,,
Task 1456 ZEyH8RHr,Project PRJ_30_MSQ,user_256_6aF3Y,已完成 / Done,2026-01-12T09:23:47.752957+00:00,,
Task 1458 1UXWM9hl,Project PRJ_173_US2,user_235_Hv15v,待处理 / To Do,2026-01-11T09:23:47.752971+00:00,,
Task 1459 1BVJrusz,Project PRJ_81_HGJ,user_216_qISXF,待处理 / To Do,2025-12-30T09:23:47.752978+00:00,,
