ID,标题,项目,负责人,协作人,状态,优先级,截止时间,完成时间,创建时间,URL,内容
1116,Task 1115 rF8DP7ba,Project PRJ_27_XOD,user_134_cyKwU,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1117,Task 1116 lXlVHwKQ,Project PRJ_69_MXR,user_544_QjP9v,,待处理 / To Do,中 / Medium,2025-12-30 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1118,Task 1117 0zyi33Kq,Project PRJ_97_BEA,user_274_Ja9zz,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1119,Task 1118 uasjysj6,Project PRJ_66_9OF,user_992_LqB4b,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1120,Task 1119 AiGX7mF7,Project PRJ_0_9CW,user_933_U42Ef,,待处理 / To Do,中 / Medium,2025-12-30 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1121,Task 1120 7tJExuyy,Project PRJ_38_W0C,user_53_jNbYG,,已完成 / Done,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1122,Task 1121 74yIF1Ih,Project PRJ_127_AFE,user_154_CXp8y,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1123,Task 1122 r5zoWe2S,Project PRJ_92_KYR,user_391_XYne8,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1124,Task 1123 eWgx4Oxi,Project PRJ_97_BEA,user_498_5NLIe,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1125,Task 1124 SHpKx2ex,Project PRJ_18_NEE,user_986_BjNhX,,待处理 / To Do,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1128,Task 1127 vKF8SxR8,Project PRJ_107_RYE,user_580_4tUeh,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1129,Task 1128 0GhbH3z1,Project PRJ_16_IZT,user_435_T4nGj,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1130,Task 1129 WEFqsUhY,Project PRJ_193_NPX,user_763_q1boB,,已完成 / Done,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1131,Task 1130 QZJJ09KZ,项目三(3)55555,user_838_XH5AB,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1132,Task 1131 eTfH72fg,Project PRJ_15_FJI,user_94_Qzs0J,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1133,Task 1132 aojx4BPE,Project PRJ_176_T4O,user_870_FwMOu,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1134,Task 1133 tBqoh5nB,Project PRJ_87_XV3,user_586_QWDs1,,待处理 / To Do,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1135,Task 1134 q8izNftI,Project PRJ_22_31K,user_403_4BPwj,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1136,Task 1135 271zA1bl,Project PRJ_110_J8D,user_458_WcrcC,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1137,Task 1136 Vanxr5c0,Project PRJ_26_PTN,user_878_SEnTg,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1138,Task 1137 nPAk4H7I,Project PRJ_105_T2I,user_240_7bkGK,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1139,Task 1138 FkqhKpn7,Project PRJ_99_FZP,user_947_VlrZZ,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1140,Task 1139 5y0AKBfy,Project PRJ_104_YJV,user_673_L1ayh,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1141,Task 1140 c5S0cgJi,Project PRJ_94_AS8,user_710_RMiFe,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1142,Task 1141 IIqaosdb,Project PRJ_73_IBI,user_406_ZW4Lc,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1143,Task 1142 0ohJjWez,Project PRJ_112_EF0,user_467_NwlIe,,待处理 / To Do,中 / Medium,2025-12-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1144,Task 1143 i8bnPPHD,Project PRJ_11_CAD,user_230_IGRgm,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1145,Task 1144 mWJ5gWSV,Project PRJ_166_IFT,user_27_IfsBv,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1146,Task 1145 XrmRvIkS,Project PRJ_136_DBX,user_514_Ur11u,,待处理 / To Do,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1148,Task 1147 zpt6LGhX,Project PRJ_122_FJH,user_773_C7weZ,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1149,Task 1148 QC0STbay,Project PRJ_97_BEA,user_939_GmC5o,,待处理 / To Do,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1150,Task 1149 sSy7lYSd,Project PRJ_122_FJH,user_559_C9iwz,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1151,Task 1150 Lgy9WWT9,Project PRJ_173_US2,user_271_R14sz,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1152,Task 1151 w2N3vVBr,Project PRJ_144_JTI,user_31_gAnqd,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1153,Task 1152 tTI1Zhgl,Project PRJ_186_QFT,user_524_oVVHe,,已完成 / Done,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1155,Task 1154 8lvaYPin,Project PRJ_191_8YM,user_958_rryAG,,已完成 / Done,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1156,Task 1155 IdPF5bKu,Project PRJ_138_TLV,user_285_6X0wf,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1157,Task 1156 vwtRIJ20,Project PRJ_19_TOW,user_674_U4mIU,,待处理 / To Do,中 / Medium,2025-12-30 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1158,Task 1157 6uf9wqA5,Project PRJ_154_E4E,user_737_Slrnf,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1159,Task 1158 P9B4zoBv,Project PRJ_164_Z2W,user_787_i2W8F,,已完成 / Done,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1160,Task 1159 HjkcSwC9,Project PRJ_91_NKO,user_918_EmXdQ,,待处理 / To Do,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1161,Task 1160 q8MchJ1k,Project PRJ_164_Z2W,user_393_uPuPf,,已完成 / Done,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1162,Task 1161 F80RQ1Ys,Project PRJ_62_9XT,user_456_Kh0sJ,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1163,Task 1162 q2yVmpEY,Project PRJ_20_NGL,user_430_RQJ6w,,已完成 / Done,中 / Medium,2025-12-30 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1165,Task 1164 CssUjq7Z,Project PRJ_69_MXR,user_442_AMdiw,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1166,Task 1165 P2D4HAE3,Project PRJ_13_EPO,user_185_VjFPv,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1167,Task 1166 e6wTjpkC,Project PRJ_197_C7K,user_185_VjFPv,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1168,Task 1167 LyQPWYWQ,Project PRJ_191_8YM,user_580_4tUeh,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1169,Task 1168 VfFSmUgi,Project PRJ_21_SIH,user_228_JzwuI,,已完成 / Done,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1170,Task 1169 1gR7yfAO,Project PRJ_131_WQZ,user_608_GK2pU,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1171,Task 1170 yicbOUJH,Project PRJ_178_KUH,user_565_dzc9O,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1172,Task 1171 wlkvyqrn,Project PRJ_64_VKR,user_943_1mhs1,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1173,Task 1172 UQd2omqB,Project PRJ_184_TI9,user_879_o2df6,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1174,Task 1173 jSNnLcw8,Project PRJ_69_MXR,user_336_3pDQU,,已完成 / Done,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1175,Task 1174 z1FNqUbE,Project PRJ_109_9LQ,user_678_AQ808,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1176,Task 1175 bCLppLlO,Project PRJ_51_QL6,user_221_0BPrH,,已完成 / Done,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1177,Task 1176 5p2xQxLF,Project PRJ_57_CU7,user_409_Zkjp9,,待处理 / To Do,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1178,Task 1177 pGOoep4X,Project PRJ_119_OJT,user_753_Df6d8,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1179,Task 1178 DgRUuboW,Project PRJ_170_6Y7,user_567_yxIFv,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1180,Task 1179 CwjRmzmd,Project PRJ_33_SR0,user_815_QDgkW,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1182,Task 1181 Y4KP7Vbx,Project PRJ_43_7V9,user_913_n40sc,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1183,Task 1182 apav6uhJ,Project PRJ_56_GF4,user_692_Cuari,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1184,Task 1183 EXr2c2k1,Project PRJ_2_E8Z,user_933_U42Ef,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1185,Task 1184 aQZHhGac,Project PRJ_139_5MM,user_253_UvCdu,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1186,Task 1185 QoCVe41K,Project PRJ_67_UOD,user_354_T5RaE,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1187,Task 1186 31pLl2Dw,Project PRJ_18_NEE,user_794_GHWfc,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1189,Task 1188 ihWaPVCt,Project PRJ_59_QL9,user_128_xUGIW,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1190,Task 1189 3PbkF9CQ,Project PRJ_56_GF4,user_642_wFCU2,,待处理 / To Do,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1191,Task 1190 bqLF4nun,Project PRJ_125_YRS,user_802_ZT8cl,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1192,Task 1191 ckXNeJgW,Project PRJ_185_HL1,user_899_fAGce,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1193,Task 1192 K41JO9TP,Project PRJ_148_SUC,user_27_IfsBv,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1194,Task 1193 tfDcdlEN,Project PRJ_128_05J,user_585_6xfmf,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1195,Task 1194 LylT8Mxt,Project PRJ_46_CYU,user_969_hByI5,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1196,Task 1195 kQ3eb3Gm,Project PRJ_44_VWS,user_836_I3Qg8,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1197,Task 1196 ERc8RZP0,Project PRJ_20_NGL,user_579_ZwTBr,,待处理 / To Do,中 / Medium,2025-12-31 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1198,Task 1197 ea4qeEJV,Project PRJ_69_MXR,user_413_NqkAY,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1199,Task 1198 pMnXK24Q,Project PRJ_58_DVX,user_419_f93k5,,已完成 / Done,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1200,Task 1199 oVEidfoJ,Project PRJ_160_HGY,user_148_vf49t,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1201,Task 1200 OeUMXCbB,Project PRJ_27_XOD,user_708_xjUdh,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1202,Task 1201 O6MM9YeJ,Project PRJ_37_W9S,user_642_wFCU2,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1205,Task 1204 dOIujL3O,Project PRJ_53_OPN,user_1_tS9aq,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1206,Task 1205 JHuV7vKl,Project PRJ_10_NWR,user_513_FUmjN,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1207,Task 1206 LUu85aCw,Project PRJ_103_M7T,user_443_ZJlB9,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1209,Task 1208 TxSP2RV3,Project PRJ_124_9RN,user_994_uKgTw,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1210,Task 1209 QyF3TECe,Project PRJ_155_JDO,user_522_hWAPA,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1212,Task 1211 sRARQN8k,Project PRJ_9_EIY,user_723_J6G9m,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1214,Task 1213 bzRcT6oy,Project PRJ_154_E4E,user_754_fc4QD,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1215,Task 1214 M7fxim7i,Project PRJ_31_OCV,user_607_VnmAV,,已完成 / Done,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1216,Task 1215 rVpS994w,Project PRJ_117_FBU,user_488_ZRTiB,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1217,Task 1216 jySVINTG,Project PRJ_106_ZUY,user_652_163ad,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1218,Task 1217 JEUvWzfB,Project PRJ_159_MZ5,user_817_o6ANu,,已完成 / Done,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1219,Task 1218 H2HlPHqx,Project PRJ_28_HAX,user_140_LBwKB,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1220,Task 1219 fCykCte3,Project PRJ_15_FJI,user_428_b8YXP,,已完成 / Done,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1221,Task 1220 eRishhEM,Project PRJ_166_IFT,user_134_cyKwU,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1222,Task 1221 RDana8Wh,Project PRJ_39_6GG,user_51_qAg45,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1223,Task 1222 zewhbpFn,Project PRJ_29_W9W,user_330_dhyUM,,已完成 / Done,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1225,Task 1224 8X6ikkkn,Project PRJ_108_OQE,user_750_nzWW1,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1226,Task 1225 Y2mLW0Z2,Project PRJ_158_NKV,user_850_AZOq0,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1227,Task 1226 zTbqKcHt,Project PRJ_139_5MM,user_701_vPp4c,,已完成 / Done,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1228,Task 1227 7C4YJ7ab,Project PRJ_120_Q7K,user_293_8fIbA,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1229,Task 1228 DEv8BjfX,Project PRJ_111_HJT,user_286_wrSsB,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1231,Task 1230 eIoSdFWn,Project PRJ_166_IFT,user_276_oEWdw,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1232,Task 1231 CaBnDNkm,Project PRJ_39_6GG,user_960_N6uox,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1233,Task 1232 VrJnO8ri,Project PRJ_7_ZL8,user_749_Tlj9H,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1234,Task 1233 JsJdgsww,Project PRJ_123_IEH,user_610_dUMYc,,待处理 / To Do,中 / Medium,2025-12-31 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1235,Task 1234 9aHT6PNj,Project PRJ_97_BEA,user_363_yPdNQ,,阻塞中 / Blocked,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1236,Task 1235 Zx0z8sd0,Project PRJ_90_I9M,user_808_H55rG,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1237,Task 1236 R9c2VHKF,Project PRJ_44_VWS,user_7_obvAl,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1238,Task 1237 ijuV43UC,Project PRJ_101_U2O,user_459_vvUkC,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1239,Task 1238 KuGWBef7,项目三(3)55555,user_322_huLGG,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1240,Task 1239 uCcHCJGg,Project PRJ_152_N4S,user_494_UeaQz,,已完成 / Done,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1241,Task 1240 z6MzqUOI,Project PRJ_115_8NB,user_654_Q1HXF,,已完成 / Done,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1242,Task 1241 dpcW2mTn,Project PRJ_51_QL6,user_738_OAs66,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1243,Task 1242 O8okfea3,Project PRJ_61_PKV,user_757_2cm4w,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1244,Task 1243 vYiDmviI,Project PRJ_186_QFT,user_683_oTCvs,,已完成 / Done,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1245,Task 1244 CSmdxQak,Project PRJ_11_CAD,user_903_HZR6F,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1246,Task 1245 8OqL6Teu,Project PRJ_33_SR0,user_790_lTWzT,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1248,Task 1247 x9VWZpdY,Project PRJ_29_W9W,user_171_0Ppcq,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1249,Task 1248 PgsC8FTV,Project PRJ_3_YJD,user_318_F8ZbU,,已完成 / Done,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1250,Task 1249 3RxiWhvw,Project PRJ_128_05J,user_340_P6Bux,,待处理 / To Do,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1251,Task 1250 TPtiDPCb,Project PRJ_73_IBI,user_867_k0Qx1,,进行中 / In Progress,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1252,Task 1251 GM2WgTob,Project PRJ_100_ECJ,user_299_7NaAp,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1253,Task 1252 r8bZyTKD,Project PRJ_182_MGE,user_293_8fIbA,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1254,Task 1253 ElWFX0IZ,Project PRJ_184_TI9,user_284_bCLAp,,阻塞中 / Blocked,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1255,Task 1254 zFEmDuGb,Project PRJ_174_VYL,user_497_8kSbe,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1256,Task 1255 CVgVo6Wv,Project PRJ_96_W0M,user_802_ZT8cl,,已完成 / Done,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1257,Task 1256 KjM5LB4z,Project PRJ_105_T2I,user_191_M6cEU,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1258,Task 1257 N3QxBVWl,Project PRJ_25_XDR,user_666_YS4x5,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1260,Task 1259 cqlgFfLw,Project PRJ_174_VYL,user_801_45xE6,,已完成 / Done,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1261,Task 1260 eETB9Mpk,Project PRJ_165_6KQ,user_898_pxRwk,,已完成 / Done,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
